seed,n_train,n_test,n_families_train,n_families_test,gpfn_pearson,gpfn_spearman,gblup_pearson,gblup_spearman,pcr_pearson,pcr_spearman,bayesb_pearson,bayesb_spearman
21,3960,1068,31,8,0.2676,0.2686,0.4785,0.4754,0.3473,0.343,0.559398512299371,0.539969620323891
22,3927,1101,30,9,0.4036,0.4008,0.4798,0.4694,0.399,0.3951,0.579845369868981,0.595624645023659
23,3983,1045,31,8,0.2987,0.3116,0.425,0.4327,0.3474,0.3593,0.416468562546951,0.398717788229834
24,3956,1072,31,8,0.3527,0.3438,0.4504,0.4391,0.3887,0.3851,0.447873119047516,0.445824414291934
25,4007,1021,31,8,0.3009,0.2812,0.4669,0.4468,0.3402,0.3182,0.439555133167097,0.412649175297608
26,4006,1022,31,8,0.4198,0.4089,0.5191,0.5067,0.4566,0.4441,0.482420165196482,0.47311531211498
27,3989,1039,31,8,0.4485,0.4405,0.5343,0.5351,0.468,0.4678,0.536786676286826,0.530517741527391
28,3989,1039,31,8,0.452,0.4378,0.5654,0.5568,0.4679,0.4618,0.551912712829363,0.543569769743553
29,4004,1024,31,8,0.4585,0.4575,0.5333,0.5297,0.4813,0.4828,0.559120934140376,0.565565582519006
30,3979,1049,31,8,0.427,0.4021,0.4885,0.4611,0.4117,0.3914,0.420167363298181,0.379253447919642
31,3970,1058,31,8,0.4547,0.4557,0.4957,0.4987,0.4425,0.4397,0.384883176169104,0.374537655965263
32,3926,1102,30,9,0.3795,0.3926,0.4086,0.4163,0.4461,0.4585,0.577405946809546,0.574496056527451
33,3937,1091,30,9,0.4838,0.4848,0.5301,0.5213,0.4751,0.4736,0.445360078570626,0.4539135480476
34,3990,1038,31,8,0.3186,0.3336,0.461,0.4715,0.3499,0.3703,0.616646320960038,0.622529469329095
35,3980,1048,31,8,0.3596,0.3706,0.3912,0.3962,0.3718,0.3841,0.525938687445188,0.540337988563496
36,3989,1039,31,8,0.3259,0.3297,0.4281,0.4389,0.3597,0.3737,0.433119905075336,0.452395766023977
